0.0086,0.0001
-0.0174,0.0005
0.0282,0.0002
-0.0044,0.0002
0.0228,0.0002
0.0027,7.9650e-05
0.0120,0.0015
0.0113,5.2427e-05
0.0072,0.0011
0.0144,5.4167e-05
0.0067,5.1847e-05
0.0112,4.7223e-05
0.0102,0.0018
0.0138,7.3757e-05
0.0075,7.6344e-05
0.0121,0.0010
0.0116,5.3762e-05
0.0092,4.7288e-05
0.0112,0.0005
0.0143,0.0001
0.0092,0.0004
0.0121,0.0012
0.0128,0.0004
0.0092,5.3638e-05
0.0140,0.0004
0.0074,6.6543e-05
0.0156,4.9957e-05
0.0105,0.0001
0.0135,5.0344e-05
0.0118,0.0002
0.0111,4.8716e-05
0.0135,6.8379e-05
0.0117,4.8753e-05
0.0124,0.0004
0.0155,0.0006
0.0055,0.0001
0.0119,0.0055
0.0129,0.0001
0.0152,6.6034e-05
0.0145,5.7207e-05
0.0108,5.9940e-05
0.0155,0.0051
0.0137,0.0003
0.0113,0.0009
0.0220,0.0001
0.0137,7.3945e-05
0.0097,7.4499e-05
0.0148,0.0046
0.0149,0.0049
0.0110,0.0092
0.0187,0.0002
0.0123,0.0017
0.0206,0.0003
0.0150,0.0035
0.0126,0.0005
0.0132,7.2121e-05
0.0104,0.0047
0.0097,0.0001
0.0119,8.5758e-05
0.0111,7.8001e-05
0.0131,6.1194e-05
0.0130,0.0003
0.0139,0.0048
0.0123,0.0022
0.0145,9.5932e-05
0.0136,0.0018
0.0121,8.3390e-05
0.0146,0.0002
0.0131,0.0001
0.0140,0.0001
0.0115,0.0006
0.0128,0.0044
0.0144,7.5441e-05
0.0153,0.0027
0.0056,9.6210e-05
0.0157,0.0010
0.0119,8.1106e-05
0.0119,0.0028
0.0148,0.0047
0.0052,0.0010
0.0154,0.0005
0.0099,0.0002
0.0087,0.0016
0.0105,0.0011
0.0156,0.0003
0.0077,7.5389e-05
0.0148,0.0003
0.0122,0.0001
0.0103,0.0089
0.0190,6.1172e-05
0.0093,0.0007
0.0170,0.0052
0.0134,0.0013
0.0115,0.0053
0.0162,0.0002
0.0127,8.2756e-05
0.0131,0.0003
0.0150,0.0017
0.0135,0.0017
0.0131,0.0004
0.0166,0.0005
0.0139,0.0001
0.0115,0.0015
0.0167,0.0017
0.0164,0.0002
0.0157,0.0034
0.0173,0.0002
0.0146,0.0001
0.0159,0.0056
0.0146,0.0016
0.0121,0.0067
0.0150,0.0018
0.0150,0.0002
0.0146,0.0006
0.0128,0.0001
0.0117,0.0075
0.0131,8.9389e-05
0.0108,0.0091
0.0126,9.7301e-05
0.0122,0.0002
0.0157,0.0001
0.0175,0.0070
0.0135,0.0003
0.0120,0.0001
0.0121,0.0001
0.0149,0.0022
0.0112,0.0002
0.0170,0.0003
0.0132,0.0002
0.0116,0.0002
0.0160,0.0003
0.0141,0.0003
0.0164,0.0033
0.0161,0.0002
0.0150,0.0010
0.0148,0.0004
0.0150,0.0007
0.0106,0.0002
0.0150,0.0020
0.0121,0.0001
0.0129,0.0006
0.0136,0.0001
0.0105,0.0017
0.0153,0.0040
0.0159,0.0037
0.0106,0.0001
0.0109,0.0007
0.0105,0.0086
0.0123,0.0003
0.0148,0.0002
0.0088,0.0002
0.0099,0.0005
0.0115,0.0094
0.0090,0.0001
0.0114,0.0001
0.0099,0.0001
0.0095,9.8266e-05
0.0114,0.0006
0.0096,0.0095
0.0080,0.0016
0.0092,0.0003
0.0095,0.0002
0.0097,0.0001
0.0109,0.0013
0.0081,0.0001
0.0065,0.0006
0.0096,0.0002
0.0084,0.0002
0.0074,0.0001
0.0084,0.0001
0.0082,0.0002
0.0116,0.0019
0.0109,0.0022
0.0052,0.0003
0.0073,0.0007
0.0073,0.0006
-0.0012,0.0032
-3.1886e-05,0.0032
0.0073,0.0002
0.0060,0.0017
0.0065,0.0016
0.0090,0.0002
0.0050,0.0002
0.0063,0.0002
0.0066,0.0002
0.0049,0.0002
0.0051,0.0021
0.0061,0.0005
0.0069,0.0088
0.0050,0.0003
0.0060,0.0002
0.0061,0.0003
0.0024,0.0004
0.0067,0.0004
0.0084,0.0012
0.0058,0.0004
0.0054,0.0002
0.0047,0.0013
0.0047,0.0053
0.0050,0.0002
0.0080,0.0008
0.0087,0.0002
0.0060,0.0001
0.0072,0.0016
0.0085,0.0009
0.0047,0.0007
0.0044,0.0001
0.0085,0.0088
0.0050,0.0002
0.0056,0.0178
0.0089,0.0013
0.0083,0.0185
0.0065,0.0006
0.0023,0.0008
0.0077,0.0017
0.0064,0.0059
0.0066,0.0002
0.0081,7.8648e-05
0.0069,0.0007
0.0048,0.0006
0.0065,0.0034
0.0070,0.0002
0.0054,0.0002
0.0082,8.4876e-05
0.0063,0.0001
0.0056,0.0002
0.0074,0.0052
0.0056,0.0001
0.0063,0.0101
0.0062,0.0090
0.0048,0.0050
0.0065,0.0006
0.0047,0.0006
0.0058,0.0002
0.0065,0.0094
0.0061,0.0167
0.0030,0.0001
0.0055,0.0051
0.0064,0.0001
0.0065,0.0001
0.0052,5.4464e-05
0.0038,8.7103e-05
0.0047,7.3583e-05
0.0051,7.1593e-05
0.0057,0.0002
0.0040,0.0002
0.0046,0.0002
0.0047,0.0002
0.0092,0.0012
0.0056,0.0087
-8.7692e-05,0.0050
0.0046,0.0002
0.0023,0.0089
0.0062,0.0098
0.0080,0.0030
0.0051,0.0020
0.0043,0.0013
0.0029,6.2787e-05
0.0055,9.0323e-05
0.0074,0.0152
0.0069,6.7787e-05
0.0074,0.0010
0.0072,0.0001
0.0032,8.8854e-05
0.0056,0.0132
0.0040,0.0002
0.0034,0.0005
0.0056,7.6645e-05
0.0047,0.0010
0.0056,4.4925e-05
0.0048,0.0004
0.0061,5.8429e-05
0.0047,0.0093
0.0039,0.0008
0.0044,0.0004
0.0069,0.0044
0.0146,0.0107
0.0031,0.0168
0.0048,4.6118e-05
0.0062,0.0002
0.0027,0.0006
0.0042,0.0006
0.0041,0.0088
0.0047,0.0146
0.0067,9.4902e-05
0.0029,0.0163
0.0052,4.8557e-05
0.0065,4.7000e-05
0.0051,0.0101
0.0057,0.0017
0.0035,0.0051
0.0032,0.0003
0.0046,0.0091
0.0037,0.0004
0.0058,0.0002
0.0049,0.0015
0.0025,3.6350e-05
0.0038,0.0003
0.0050,0.0012
0.0073,0.0002
0.0024,0.0048
0.0053,5.1241e-05
0.0059,0.0100
0.0052,0.0006
0.0040,0.0144
0.0041,0.0091
0.0003,0.0094
0.0049,0.0051
0.0053,0.0021
0.0040,0.0002
0.0035,0.0002
0.0050,0.0015
-0.0008,0.0082
0.0028,0.0001
0.0065,5.5857e-05
0.0026,0.0001
0.0038,0.0015
0.0049,0.0002
-0.0077,0.0001
0.0040,0.0183
0.0046,0.0015
0.0023,0.0032
0.0047,0.0002
0.0056,0.0088
0.0041,0.0046
0.0057,0.0015
0.0029,0.0001
0.0043,0.0105
0.0029,0.0067
0.0047,0.0014
0.0020,0.0005
0.0055,0.0087
0.0029,0.0002
0.0049,4.9848e-05
0.0061,0.0028
0.0068,0.0012
0.0056,0.0002
0.0110,0.0098
0.0065,0.0048
0.0059,0.0047
0.0107,0.0025
0.0071,0.0002
0.0045,0.0011
0.0023,0.0077
0.0074,0.0104
0.0039,0.0076
0.0024,0.0103
0.0065,0.0017
0.0059,0.0001
0.0034,0.0062
0.0044,8.6701e-05
0.0038,5.3420e-05
0.0039,6.3754e-05
0.0041,7.3353e-05
0.0049,0.0016
0.0045,5.3323e-05
0.0047,4.2627e-05
0.0053,3.3951e-05
0.0055,0.0015
0.0053,0.0002
0.0041,0.0028
0.0029,0.0005
-0.0077,0.0017
0.0049,4.9279e-05
0.0039,0.0070
0.0021,0.0017
0.0079,0.0002
0.0051,0.0097
0.0041,0.0102
0.0035,0.0004
0.0027,0.0091
0.0079,0.0031
0.0058,0.0006
0.0050,0.0001
0.0020,4.6445e-05
0.0037,0.0001
0.0054,3.4177e-05
0.0043,0.0083
0.0060,0.0011
0.0038,0.0005
0.0040,5.9755e-05
0.0060,1.7391e-05
0.0052,0.0063
0.0041,4.7707e-05
0.0068,0.0057
0.0060,0.0103
0.0057,0.0095
0.0025,0.0015
-0.0004,0.0055
0.0017,0.0035
0.0059,0.0016
0.0035,0.0016
0.0070,1.5376e-05
0.0048,2.0846e-05
0.0027,0.0003
0.0061,0.0002
0.0130,0.0132
0.0011,0.0003
0.0050,0.0031
0.0061,0.0090
0.0027,0.0098
0.0032,0.0002
0.0048,0.0003
0.0009,0.0080
0.0036,0.0002
0.0032,3.4944e-05
0.0049,0.0097
0.0056,0.0011
0.0046,0.0003
0.0044,2.7514e-05
0.0048,0.0055
0.0048,0.0005
0.0037,0.0005
0.0010,0.0001
-0.0021,0.0023
0.0048,2.4457e-05
0.0037,1.5811e-05
0.0043,7.4092e-05
0.0057,0.0015
0.0044,3.0418e-05
0.0031,0.0009
0.0044,0.0055
0.0061,2.9801e-05
0.0041,0.0087
0.0034,9.6614e-05
0.0039,1.5987e-05
0.0041,0.0015
0.0142,0.0026
0.0045,0.0090
0.0034,0.0006
0.0035,0.0017
0.0007,0.0041
0.0034,0.0006
0.0038,0.0002
0.0067,0.0041
0.0114,0.0008
0.0031,3.4484e-05
0.0034,0.0008
0.0046,6.6229e-05
-0.0012,0.0031
0.0037,0.0049
0.0037,5.2906e-05
0.0046,0.0063
0.0040,0.0138
0.0036,0.0002
0.0033,0.0022
0.0050,0.0002
0.0056,0.0108
0.0041,0.0091
0.0021,0.0018
0.0026,4.0611e-05
0.0019,0.0097
0.0030,4.9778e-05
0.0039,3.9862e-05
0.0037,0.0061
0.0041,0.0021
0.0048,0.0005
0.0041,7.7722e-05
0.0028,0.0092
0.0016,0.0053
0.0052,1.3261e-05
0.0055,0.0001
0.0028,0.0050
0.0036,0.0019
0.0040,0.0138
0.0045,0.0021
0.0038,0.0002
0.0056,0.0099
0.0034,0.0097
0.0024,0.0050
0.0019,0.0068
0.0035,3.6000e-05
0.0030,0.0152
0.0046,0.0116
0.0039,4.3146e-05
0.0024,0.0096
0.0045,4.1681e-05
0.0055,1.6264e-05
0.0038,0.0049
0.0023,1.2155e-05
0.0014,0.0002
-0.0016,0.0023
0.0018,0.0071
0.0047,0.0091
0.0029,4.4646e-05
0.0030,0.0087
0.0041,1.4147e-05
0.0023,0.0018
0.0033,1.8879e-05
0.0041,1.6219e-05
0.0027,0.0002
0.0035,0.0007
0.0034,1.1081e-05
0.0017,0.0017
-0.0006,0.0021
0.0029,0.0086
0.0039,0.0016
0.0033,9.8080e-05
0.0040,0.0002
0.0049,0.0067
0.0030,0.0005
0.0030,0.0101
0.0024,1.1735e-05
0.0035,3.6169e-05
0.0047,0.0001
0.0015,0.0001
-0.0018,0.0111
0.0041,7.8095e-05
0.0045,0.0058
0.0035,0.0054
0.0025,1.3180e-05
0.0033,0.0107
0.0018,0.0001
0.0026,0.0005
-0.0105,0.0094
0.0043,0.0059
0.0026,0.0111
0.0027,5.7792e-05
0.0012,0.0052
0.0013,0.0011
0.0043,2.2430e-05
0.0039,0.0012
0.0027,0.0044
0.0025,1.6682e-05
-8.0299e-05,0.0052
0.0003,0.0099
-0.0074,0.0111
0.0040,0.0001
0.0035,0.0025
0.0050,0.0014
0.0032,0.0001
0.0026,0.0002
0.0042,0.0042
0.0049,0.0069
0.0039,0.0001
0.0030,3.9098e-05
0.0019,0.0056
0.0030,2.3705e-05
0.0036,0.0061
0.0035,0.0005
0.0034,7.0888e-06
0.0019,4.3088e-05
0.0019,5.9417e-05
